X,Y,label
-0.4950211106417006,0.4474470913585182,0.0
-0.8114459169388704,-0.901989556751598,0.0
-0.1461066005119858,0.2072477301046686,1.0
-1.5654093485715976,1.5804090986487664,1.0
-0.9743699385995837,1.7014308950791937,1.0
0.21513465993314,2.123393804221103,1.0
-0.3779689452634176,1.3639764426246708,1.0
-0.3224386159793871,1.6502287553102837,1.0
-0.2185573890397877,-0.1831135223767103,0.0
0.9120578237989024,-1.8725116993370987,0.0
-0.5981195963314232,0.8112466060300099,0.0
3.3212802613359624,0.725622919054929,1.0
-1.0963325231978205,-2.351583218757244,0.0
-0.8899737106415099,0.4974931045115796,1.0
0.1926628680824722,-2.7602557215911974,0.0
-1.1203914021009636,-0.747456176053128,1.0
0.3519401376483019,-0.5322792323524181,1.0
-1.1922195077847488,-1.6777213344383384,0.0
0.282694385702687,-1.0030813925875133,0.0
0.31340384140604,0.0106740381074617,1.0
2.405422608985454,-2.716390849198957,0.0
1.2025550340603997,-0.4772696726240758,0.0
-0.8262010982370979,-2.9604181345548195,0.0
2.425267200665897,-0.4345611414803658,0.0
0.0582061139180619,2.172475975741112,1.0
3.0418707647652674,-0.1334346517588741,0.0
-1.5036739987174703,-0.8765965677957994,0.0
-1.693091828437571,-0.9697957148295748,0.0
0.2819191525267763,0.0646007791589431,1.0
-0.5875779970813582,1.8782142065104648,1.0
2.7453663536955144,-0.9982443689351492,0.0
-0.6840613719742646,3.054972759972303,1.0
1.4737941794702465,0.1970985266407907,0.0
-0.1569306560607426,-2.612855097690725,0.0
0.8479521639613766,-1.9206301764956808,0.0
-1.075803113624922,0.616984492139635,0.0
1.461378292738703,-1.180024352367429,0.0
-1.6425024322797466,-2.083239974591673,1.0
0.7086278154052807,1.589544402689513,1.0
-1.7696336657938443,0.65666738792008,1.0
-1.1994794995923033,-2.435097110295139,0.0
-1.068601869181034,1.0811723966113735,1.0
-0.0862598356803783,-0.2975328915118459,0.0
5.080780077880831,-0.8506563404730806,0.0
-0.666350815507709,1.2132246717907669,1.0
-0.2856840294162056,0.7890168175092999,0.0
0.4061605671028231,-0.2210531724069622,1.0
-1.27316036118631,-0.4279437959734098,0.0
-0.9969429650173612,0.3392449303346389,1.0
-0.6592878220355993,-0.3496831969652667,1.0
-1.9505779052101289,0.3501583687003991,1.0
0.5644370485152377,-1.5269244369538932,0.0
0.1577019387172216,0.3515308133360143,1.0
-0.9342757565207972,-0.1494716513353209,0.0
3.0989587129168514,-1.779813191381916,0.0
1.323758682873465,-0.8871599810442791,0.0
-2.678850237475506,0.5336925328842564,1.0
-2.37109327647024,1.408403942524471,1.0
-1.742412563585996,3.504358558215489,1.0
0.5566077073794269,2.4039833489892133,1.0
3.0179305029600725,1.082598839571096,1.0
0.3546137479921684,-2.1716196895400603,0.0
-0.5937683477914225,0.4825551617667376,1.0
0.4885459062779349,1.3513270421332608,1.0
-1.45409163759309,-1.3404509193212684,0.0
-0.9106960854518888,-0.2573554103926858,0.0
0.8309642519777465,-1.3771842421328724,0.0
-0.543286728605604,0.7564105239010468,0.0
-0.4737894831348863,1.1872064071922717,1.0
